,original_title
1216,Droopy's Double Trouble
1217,Drums in the Deep South
1218,Flaming Feather
1219,Flight to Mars
1220,Fort Defiance
1221,Fourteen Hours
1222,French Rarebit
1223,The Frogmen
1224,Fröken Julie
1225,The Harlem Globetrotters
1226,His Kind of Woman
1227,His Mouse Friday
1228,The House on Telegraph Hill
1229,I Was a Communist for the FBI
1230,Inside Straight
1231,Iron Man
1232,The Late Edwina Black
1233,Lightning Strikes Twice
1234,The Medium
1235,New Mexico
1236,No Highway
1237,On Dangerous Ground
1238,Only the Valiant
1239,Pandora and the Flying Dutchman
1240,Parsifal
1241,The People Against O'Hara
1242,A Place in the Sun
1243,Rabbit Fire
1244,Rawhide
1245,Red Mountain
1246,Roadblock
1247,The Second Woman
1248,The Secret of Convict Lake
1249,Sleepy-Time Tom
1250,Sommarlek
1251,The Steel Helmet
1252,Strangers on a Train
1253,A Streetcar Named Desire
1254,Superman and the Mole-Men
1255,Symphony in Slang
1256,The Tales of Hoffmann
1257,Ten Tall Men
1258,The Thing from Another World
1259,The Two Mouseketeers
1260,The Unknown Man
1261,Vengeance Valley
1262,Warpath
1263,Aan
1264,Abbott and Costello Meet Captain Kidd
1265,Affair in Trinidad
1266,Against All Flags
1267,Androcles and the Lion
1268,The Bad and the Beautiful
1269,Baiju Bawra
1270,Bend of the River
1271,Big Jim McLain
1272,The Big Sky
1273,"Blackbeard, the Pirate"
1274,The Sound Barrier
1275,Bugles in the Afternoon
1276,California Conquest
1277,Carrie
1278,Le carrosse d'or
1279,Clash by Night
1280,Cosh Boy
1281,The Crimson Pirate
1282,Denver and Rio Grande
1283,Don't Bother to Knock
1284,Feed the Kitty
1285,Fool Coverage
1286,The Gambler and the Lady
1287,Hans Christian Andersen
1288,High Noon
1289,Ikiru
1290,"Invasion, U.S.A."
1291,The Iron Mistress
1292,The Jazz Singer
1293,The Las Vegas Story
1294,The Lavender Hill Mob
1295,The Long Memory
1296,The Lost Hours
1297,Lost in Alaska
1298,Lure of the Wilderness
1299,The Lusty Men
1300,Macao
1301,Magical Maestro
1302,The Last Page
1303,The Man in the White Suit
1304,Monkey Business
1305,Montana Territory
1306,The Naked Spur
1307,The Narrow Margin
1308,Never Wave at a WAC
1309,Phone Call from a Stranger
1310,Le plaisir
1311,Plymouth Adventure
1312,The Quiet Man
1313,Rabbit Seasoning
1314,Rabbit's Kin
1315,Rancho Notorious
1316,Red Skies of Montana
1317,Ruby Gentry
1318,Scaramouche
1319,Singin' in the Rain
1320,Stolen Face
1321,Hunted
1322,The Super Snooper
1323,Thief of Damascus
1324,Umberto D.
1325,Viva Zapata!
1326,"Water, Water Every Hare"
1327,Way of a Gaucho
1328,What Price Glory
1329,The Wild North
1330,"The 5,000 Fingers of Dr. T."
1331,Aah
1332,Abbott and Costello Go to Mars
1333,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde
1334,Die Geschichte vom kleinen Muck
1335,Affair with a Stranger
1336,Appointment in London
1337,The Band Wagon
1338,The Beggar's Opera
1339,Ben and Me
1340,The Big Heat
1341,Blowing Wild
1342,The Blue Gardenia
1343,A Blueprint for Murder
1344,Born to the Saddle
1345,Bright Road
1346,The Caddy
1347,Call Me Madam
1348,The Captain's Paradise
1349,Cat-Women of the Moon
1350,Champ for a Day
1351,City That Never Sleeps
1352,Cow Country
1353,Dangerous Crossing
1354,The Desert Rats
1355,The Desert Song
1356,Donovan's Brain
1357,Duck Amuck
1358,Escape from Fort Bravo
1359,The Farmer Takes a Wife
1360,From Here to Eternity
1361,Gentlemen Prefer Blondes
1362,Give a Girl a Break
1363,Glen or Glenda
1364,The Golden Blade
1365,Hondo
1366,Houdini
1367,House of Wax
1368,I Confess
1369,"I, the Jury"
1370,Invaders from Mars
1371,Island in the Sky
1372,It Came from Outer Space
1373,Johann Mouse
1374,The Juggler
1375,Kiss Me Kate
1376,Knights of the Round Table
1377,Lili
1378,The Limping Man
1379,Little Johnny Jet
1380,Marilyn
1381,The Moonlighter
1382,Pickup on South Street
1383,Powder River
1384,Rob Roy: The Highland Rogue
1385,Robot Monster
1386,Sadko
1387,Le salaire de la peur
1388,Sea Devils
1389,Shane
1390,South Sea Woman
1391,Stalag 17
1392,The Story of Three Loves
1393,The Sword and the Rose
1394,Take the High Ground!
1395,Beat the Devil
1396,Tom Tom Tomcat
1397,Torch Song
1398,Touchez pas au grisbi
1399,Trouble Along the Way
1400,Ugetsu monogatari
1401,Un acte d'amour
1402,I vitelloni
1403,War Arrow
1404,War Paint
1405,The War of the Worlds
1406,Young Bess
1407,"20,000 Leagues Under the Sea"
1408,Baby Buggy Bunny
1409,The Barefoot Contessa
1410,Battle of Rogue River
1411,Bewitched Bunny
1412,The Black Dakotas
1413,Boot Polish
1414,The Bridges at Toko-Ri
1415,Brigadoon
1416,Bugs and Thugs
1417,Cannibal Attack
1418,Carmen Jones
1419,The Country Girl
1420,Creature from the Black Lagoon
1421,Deep in My Heart
1422,Demetrius and the Gladiators
1423,Design for Leaving
1424,Désirée
1425,Destry
1426,Devil Girl from Mars
1427,Devil May Hare
1428,Les diaboliques
1429,Dial M for Murder
1430,Dragnet
1431,Duel in the Jungle
1432,From A to Z-Z-Z-Z
1433,Garden of Evil
1434,Gojira
1435,Gorilla at Large
1436,Green Fire
1437,Hell and High Water
1438,The High and the Mighty
1439,Human Desire
1440,It Should Happen to You
1441,Jail Bait
1442,Johnny Guitar
1443,Killers from Space
1444,The Last Time I Saw Paris
1445,The Law vs. Billy the Kid
1446,Long John Silver
1447,"The Long, Long Trailer"
1448,Lumber Jack-Rabbit
1449,The Mad Magician
1450,Magnificent Obsession
1451,Mice Follies
1452,Monster from the Ocean Floor
1453,My Little Duckaroo
1454,On the Waterfront
1455,Posse Cat
1456,Princess of the Nile
1457,Rails Into Laramie
1458,Rear Window
1459,Ride Clear of Diablo
1460,River of No Return
1461,Rogue Cop
1462,The Runaway Bus
1463,Miyamoto Musashi
1464,Senso
1465,Seven Brides for Seven Brothers
1466,Shichinin no samurai
1467,Shield for Murder
1468,Sign of the Pagan
1469,La strada
1470,Suddenly!
1471,Them!
1472,This Island Earth
1473,Three Coins in the Fountain
1474,Vera Cruz
1475,White Christmas
1476,The Wild One
1477,Witness to Murder
1478,Yankee Pasha
1479,The Yellow Tomahawk
1480,Young at Heart
1481,House Party
1482,Quatermass II
1483,Abbott and Costello Meet the Mummy
1484,All That Heaven Allows
1485,Bad Day at Black Rock
1486,Beanstalk Bunny
1487,The Big Combo
1488,"Big House, U.S.A."
1489,The Big Knife
1490,Bob le flambeur
1491,Bride of the Monster
1492,A Bullet for Joey
1493,Creature with the Atom Brain
1494,Cult of the Cobra
1495,Daddy Long Legs
1496,Dementia
1497,Davy Crockett: King of the Wild Frontier
1498,The Desperate Hours
1499,Du rififi chez les hommes
1500,East of Eden
1501,Ensayo de un crimen
1502,The Far Country
1503,Fort Yuma
1504,The Glass Slipper
1505,Gojira no gyakushû
1506,Guys and Dolls
1507,Hell on Frisco Bay
1508,It's Always Fair Weather
1509,Jubal
1510,Killer's Kiss
1511,The King's Thief
1512,Kiss Me Deadly
1513,Lady and the Tramp
1514,The Ladykillers
1515,The Long Gray Line
1516,Love Me or Leave Me
1517,Man with the Gun
1518,The Man with the Golden Arm
1519,Marty
1520,Mister Roberts
1521,Mr. Arkadin
1522,Muerte de un ciclista
1523,New York Confidential
1524,The Night of the Hunter
1525,Oklahoma!
1526,One Froggy Evening
1527,Ordet
1528,Pecos Pest
1529,Queen Bee
1530,Rabbit Rampage
1531,Rebel Without a Cause
1532,The Rose Tattoo
1533,Zoku Miyamoto Musashi: Ichijôji no kettô
1534,The Scarlet Coat
1535,The Sea Chase
1536,The Seven Year Itch
1537,Sh-h-h-h-h-h
1538,Shree 420
1539,Sissi
1540,Sommarnattens leende
1541,Ten Wanted Men
1542,Texas Lady
1543,That's My Mommy
1544,Tight Spot
1545,To Catch a Thief
1546,Tom and Chérie
1547,The Trouble with Harry
1548,Ukigumo
1549,The Vanishing American
1550,Women's Prison
1551,The Adventures of Jim Bowie
1552,Alexander the Great
1553,Anastasia
1554,Baby Doll
1555,The Bad Seed
1556,The Beast with a Million Eyes
1557,Between Heaven and Hell
1558,Beyond Mombasa
1559,Biruma no tategoto
1560,The Black Sleep
1561,The Black Tent
1562,Blue Cat Blues
1563,The Broken Star
1564,Broom-Stick Bunny
1565,Bus Stop
1566,C.I.D.
1567,Comanche
1568,The Court Jester
1569,The Creature Walks Among Us
1570,Crime in the Streets
1571,"Curucu, Beast of the Amazon"
1572,D-Day the Sixth of June
1573,Davy Crockett and the River Pirates
1574,A Day of Fury
1575,Day the World Ended
1576,Death of a Scoundrel
1577,"Deduce, You Say"
1578,Earth vs. the Flying Saucers
1579,The Fastest Gun Alive
1580,The First Texan
1581,Forbidden Planet
1582,Friendly Persuasion
1583,The Gamma People
1584,Giant
1585,The Girl Can't Help It
1586,Gun Brothers
1587,Hot Blood
1588,Ilya Muromets
1589,Indestructible Man
1590,Invasion of the Body Snatchers
1591,Invitation to the Dance
1592,It Conquered the World
1593,The Killer Is Loose
1594,The Killing
1595,I vampiri
1596,The Last Wagon
1597,"Liane, das Mädchen aus dem Urwald"
1598,The Lieutenant Wore Skirts
1599,Love Me Tender
1600,The Man in the Gray Flannel Suit
1601,Man in the Vault
1602,Manfish
1603,The Maverick Queen
1604,Michel Strogoff
1605,Mohawk
1606,The Mole People
1607,Never Say Goodbye
1608,Nightfall
1609,Pardners
1610,Please Murder Me!
1611,Wicked as They Come
1612,Private's Progress
1613,The Quatermass Xperiment
1614,The Rack
1615,Ransom!
1616,Raw! Raw! Rooster!
1617,Rock Around the Clock
1618,Safari
1619,Miyamoto Musashi kanketsuhen: kettô Ganryûjima
1620,The Searchers
1621,Seven Men from Now
1622,Slightly Scarlet
1623,Somebody Up There Likes Me
1624,A Star Is Bored
1625,The Teahouse of the August Moon
1626,The Ten Commandments
1627,Tension at Table Rock
1628,There's Always Tomorrow
1629,Time Table
1630,Town on Trial
1631,The Unguarded Moment
1632,The Violent Years
1633,The Werewolf
1634,While the City Sleeps
1635,World Without End
1636,Written on the Wind
1637,12 Angry Men
1638,3:10 to Yuma
1639,5 Steps to Danger
1640,The Abominable Snowman
1641,Across the Bridge
1642,Action of the Tiger
1643,An Affair to Remember
1644,Ali Baba Bunny
1645,All Mine to Give
1646,El ataúd del Vampiro
1647,Attack of the Crab Monsters
1648,Baby Face Nelson
1649,The Bachelor Party
1650,Band of Angels
1651,Beginning of the End
1652,Mother India
1653,The Big Boodle
1654,The Big Land
1655,Birds Anonymous
1656,Blood of Dracula
1657,Boyhood Daze
1658,The Brain from Planet Arous
1659,The Bridge on the River Kwai
1660,The Brothers Rico
1661,Crime of Passion
1662,The Curse of Frankenstein
1663,Daughter of Dr. Jekyll
1664,A Face in the Crowd
1665,Fiend Without a Face
1666,Forty Guns
1667,From Hell It Came
1668,Funny Face
1669,The Garment Jungle
1670,The Girl in Black Stockings
1671,Gun Glory
1672,Gunfight at the O.K. Corral
1673,Gunsight Ridge
1674,The Halliday Brand
1675,"Heaven Knows, Mr. Allison"
1676,Hot Summer Night
1677,I Was a Teenage Werewolf
1678,I Was a Teenage Frankenstein
1679,The Incredible Shrinking Man
1680,The Iron Sheriff
1681,Island in the Sun
1682,Jet Pilot
1683,Johnny Tremain
1684,A King in New York
1685,Kumonosu-jô
1686,Letyat zhuravli
1687,Madhumati
1688,The Man Who Turned to Stone
1689,Man of a Thousand Faces
1690,The Midnight Story
1691,Mon oncle
1692,Mucho Mouse
1693,Naya Daur
1694,Night Passage
1695,Night of the Demon
1696,Le notti di Cabiria
1697,The Oklahoman
1698,The Pajama Game
1699,Paths of Glory
1700,The Prince and the Showgirl
1701,Pyaasa
1702,Quantez
1703,The Quiet Gun
1704,Raiders of Old California
1705,Raintree County
1706,The Restless Breed
1707,Ride Out for Revenge
1708,Saddle the Wind
1709,Sayonara
1710,The She-Creature
1711,Det sjunde inseglet
1712,Smultronstället
1713,Something of Value
1714,The Spirit of St. Louis
1715,The Steel Bayonet
1716,Tammy and the Bachelor
1717,The Three Faces of Eve
1718,Three Little Bops
1719,Time Limit
1720,The Unholy Wife
1721,Until They Sail
1722,Voodoo Woman
1723,Will Success Spoil Rock Hunter?
1724,The Wings of Eagles
1725,Witness for the Prosecution
1726,Womaneater
1727,The Wrong Man
1728,Zombies of Mora Tau
1729,Peter Gunn
1730,The 7th Voyage of Sinbad
1731,Adalat
1732,Apache Territory
1733,Ascenseur pour l'échafaud
1734,Attack of the 50 Foot Woman
1735,Auntie Mame
1736,The Badlanders
1737,The Barbarian and the Geisha
1738,The Big Country
1739,Bijo to ekitai ningen
1740,The Bravados
1741,The Brothers Karamazov
1742,Cat on a Hot Tin Roof
1743,Count Five and Die
1744,The Cry Baby Killer
1745,Damn Yankees!
1746,Darby's Rangers
1747,The Decks Ran Red
1748,The Defiant Ones
1749,Dracula
1750,The Fly
1751,Frankenstein's Daughter
1752,From Hell to Texas
1753,Giant from the Unknown
1754,Gideon's Day
1755,Gigi
1756,Good Day for a Hanging
1757,Gopher Broke
1758,High School Hellcats
1759,The Horse's Mouth
1760,House on Haunted Hill
1761,Houseboat
1762,How to Make a Monster
1763,I Bury the Living
1764,I Married a Monster from Outer Space
1765,The Inn of the Sixth Happiness
1766,Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor
1767,Jalsaghar
1768,Kala Pani
1769,King Creole
1770,Kings Go Forth
1771,Knighty Knight Bugs
1772,The Light in the Forest
1773,La llorona
1774,The Lost Missile
1775,Machine-Gun Kelly
1776,Man of the West
1777,Marjorie Morningstar
1778,The Matchmaker
1779,Me and the Colonel
1780,The Monster of Piedras Blancas
1781,No Name on the Bullet
1782,The Old Man and the Sea
1783,Orders to Kill
1784,Plan 9 from Outer Space
1785,Popiól i diament
1786,Queen of Outer Space
1787,Robin Hood Daffy
1788,Rock-a-Bye Baby
1789,The Screaming Skull
1790,She Demons
1791,Some Came Running
1792,The Space Children
1793,Teenage Cave Man
1794,The Thing That Couldn't Die
1795,Thunder Road
1796,"Too Much, Too Soon"
1797,Torpedo Run
1798,Tot Watchers
1799,Touch of Evil
1800,The Two-Headed Spy
1801,Vertigo
1802,The Vikings
1803,War of the Colossal Beast
1804,War of the Satellites
1805,4D Man
1806,Al Capone
1807,The Alligator People
1808,Anari
1809,Anatomy of a Murder
1810,The Angry Red Planet
1811,Ballada o soldate
1812,The Bat
1813,Baton Bunny
1814,The Beat Generation
1815,Ben-Hur
1816,The Brain That Wouldn't Die
1817,Die Brücke
1818,Cash McCall
1819,Classe tous risques
1820,The Crimson Kimono
1821,Daddy-O
1822,Donald in Mathmagic Land
1823,El esqueleto de la señora Morales
1824,The FBI Story
1825,Five Gates to Hell
1826,The Flesh and the Fiends
1827,The Gazebo
1828,The Giant Gila Monster
1829,Gidget
1830,The Great St. Louis Bank Robbery
1831,Horrors of the Black Museum
1832,The Hound of the Baskervilles
1833,J'irai cracher sur vos tombes
1834,John Paul Jones
1835,Journey to the Center of the Earth
1836,Kapò
1837,Last Train from Gun Hill
1838,Libel
1839,The Man in the Net
1840,Mexicali Shmoes
1841,The Mouse That Jack Built
1842,The Mouse That Roared
1843,The Mummy
1844,North by Northwest
1845,The Nun's Story
1846,Odds Against Tomorrow
1847,Ohayô
1848,On the Beach
1849,Orfeu Negro
1850,Pickpocket
1851,Pillow Talk
1852,Porgy and Bess
1853,Les quatre cents coups
1854,Return of the Fly
1855,Rio Bravo
1856,Sampo
1857,Sleeping Beauty
1858,Solomon and Sheba
1859,Some Like It Hot
1860,"Suddenly, Last Summer"
1861,A Summer Place
1862,Teenagers from Outer Space
1863,Ten Seconds to Hell
1864,They Came to Cordura
1865,The 39 Steps
1866,The Tingler
1867,Ukikusa
1868,Voulez-vous danser avec moi
1869,Warlock
1870,Westbound
1871,Wild and Woolly Hare
1872,The Wonderful Country
1873,Les yeux sans visage
1874,13 Ghosts
1875,The Amazing Transparent Man
1876,The Apartment
1877,L'avventura
1878,BUtterfield 8
1879,Bombai Ka Babu
1880,The Brides of Dracula
1881,Cinderfella
1882,The City of the Dead
1883,Comanche Station
1884,La dolce vita
1885,Et mourir de plaisir
1886,Fastest with the Mostest
1887,G.I. Blues
1888,Gasu ningen dai 1 gô
1889,Hell to Eternity
1890,Heller in Pink Tights
1891,Home from the Hill
1892,Horse Hare
1893,Hyde and Go Tweet
1894,Im weißen Rößl
1895,Inherit the Wind
1896,Jungfrukällan
1897,Kala Bazar
1898,Kanoon
1899,Komisario Palmun erehdys
1900,The Leech Woman
1901,The Little Shop of Horrors
1902,The Lost World
1903,The Magnificent Seven
1904,La maschera del demonio
1905,Meghe Dhaka Tara
1906,Midnight Lace
1907,The Millionairess
1908,Il mulino delle donne di pietra
1909,"Murder, Inc."
1910,Our Man in Havana
1911,Peeping Tom
1912,Plein soleil
1913,The Plunderers
1914,Pollyanna
1915,Pote tin Kyriaki
1916,Psycho
1917,The Rat Race
1918,Orgy of the Dead
1919,Rocco e i suoi fratelli
1920,Saturday Night and Sunday Morning
1921,School for Scoundrels
1922,Il sepolcro dei re
1923,Sergeant Rutledge
1924,Sink the Bismarck!
1925,Strangers When We Meet
1926,The Stranglers of Bombay
1927,"Le testament d'Orphée, ou ne me demandez pas pourquoi!"
1928,The Time Machine
1929,Tormented
1930,Le trou
1931,The Two Faces of Dr. Jekyll
1932,The Unforgiven
1933,La vendetta di Ercole
1934,Village of the Damned
1935,Visit to a Small Planet
1936,Warui yatsu hodo yoku nemuru
1937,The Wasp Woman
1938,Where the Boys Are
1939,The World of Suzie Wong
1940,Zazie dans le métro
1941,The Abominable Snow Rabbit
1942,The Absent Minded Professor
1943,L'année dernière à Marienbad
1944,Beep Prepared
1945,Bloodlust!
1946,Breakfast at Tiffany's
1947,Buta to gunkan
1948,The Singer Not the Song
1949,The Children's Hour
1950,La ciociara
1951,Il colosso di Rodi
1952,The Comancheros
1953,Creature from the Haunted Sea
1954,The Curse of the Werewolf
1955,Daffy's Inn Trouble
1956,Five Minutes to Live
1957,Le doulos
1958,El Cid
1959,Ercole al centro della Terra
1960,Flower Drum Song
1961,The Guns of Navarone
1962,Homicidal
1963,The Innocents
1964,Gli invasori
1965,It Happened Here
1966,Judgment at Nuremberg
1967,Jules et Jim
1968,Junglee
1969,Konga
1970,The Manster
1971,Matka Joanna od aniolów
1972,Mosura
1973,Murder She Said
1974,The Naked Edge
1975,One Hundred and One Dalmatians
1976,"One, Two, Three"
1977,One-Eyed Jacks
1978,The Phantom Planet
1979,Pit and the Pendulum
1980,Pocketful of Miracles
1981,Posse from Hell
1982,Salvatore Giuliano
1983,Santo vs. las mujeres vampiro
1984,The Secret Ways
1985,The Shadow of the Cat
1986,The Sinister Urge
1987,Snow White and the Three Stooges
1988,Something Wild
1989,Splendor in the Grass
1990,Såsom i en spegel
1991,Taste of Fear
1992,A Thunder of Drums
1993,Viridiana
1994,Voyage to the Bottom of the Sea
1995,West Side Story
1996,Whistle Down the Wind
1997,Yôjinbô
1998,The Young Savages
1999,The 300 Spartans
2000,Baat Ek Raat Ki
2001,Bees Saal Baad
2002,Billy Budd
2003,Birdman of Alcatraz
2004,Cape Fear
2005,Carnival of Souls
2006,Cartouche
2007,La chambre ardente
2008,The Creation of the Humanoids
2009,H.M.S. Defiant
2010,Days of Wine and Roses
2011,The Devil's Hand
2012,Divorzio all'italiana
2013,Dr. No
2014,Experiment in Terror
